"ID","Pathway_Name","GeneID","p.adjust","Gene_Name","Description","KO"
"01200","Carbon metabolism","KfGene043651-RA",1.50169419563927e-06,"IDH3B","Isocitrate dehydrogenase","K00030"
"01200","Carbon metabolism","KfGene044722-RA",1.50169419563927e-06,NA,"interconversion of serine and glycine (By similarity)","K00600"
"01200","Carbon metabolism","KfGene044746-RA",1.50169419563927e-06,NA,"interconversion of serine and glycine (By similarity)","K00600"
"01200","Carbon metabolism","KfGene044984-RA",1.50169419563927e-06,NA,"Pyruvate kinase","K00873"
"01200","Carbon metabolism","KfGene044993-RA",1.50169419563927e-06,NA,"Pyruvate kinase","K00873"
"01200","Carbon metabolism","KfGene045391-RA",1.50169419563927e-06,"GDH2","glutamate dehydrogenase","K00261"
"01200","Carbon metabolism","KfGene045538-RA",1.50169419563927e-06,NA,"3hydroxyisobutyrate dehydrogenase","K18121"
"01200","Carbon metabolism","KfGene045726-RA",1.50169419563927e-06,NA,"beta' subunit","K01900"
"01200","Carbon metabolism","KfGene045947-RA",1.50169419563927e-06,NA,"2oxoglutarate dehydrogenase","K00164"
"01200","Carbon metabolism","KfGene045991-RA",1.50169419563927e-06,NA,"2oxoglutarate dehydrogenase","K00164"
"01200","Carbon metabolism","KfGene046355-RA",1.50169419563927e-06,"SBPASE","Fructose-1,6-bisphosphatase","K01100"
"01200","Carbon metabolism","KfGene046360-RA",1.50169419563927e-06,"CAC3","acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","K01962"
"01200","Carbon metabolism","KfGene046483-RA",1.50169419563927e-06,"SBPASE","Fructose-1,6-bisphosphatase","K01100"
"01200","Carbon metabolism","KfGene047103-RA",1.50169419563927e-06,"OASA1","cysteine synthase","K01738"
"01200","Carbon metabolism","KfGene047682-RA",1.50169419563927e-06,NA,"formamidase","K01455"
"01200","Carbon metabolism","KfGene048159-RA",1.50169419563927e-06,NA,"-phosphatase","K19269"
"01200","Carbon metabolism","KfGene048543-RA",1.50169419563927e-06,NA,"Pyruvate kinase","K00873"
"01200","Carbon metabolism","KfGene048635-RA",1.50169419563927e-06,"OSI_33779","phosphoglycerate kinase","K00927"
"01200","Carbon metabolism","KfGene048757-RA",1.50169419563927e-06,NA,"Malate dehydrogenase","K00026"
"01200","Carbon metabolism","KfGene048844-RA",1.50169419563927e-06,NA,"Malate dehydrogenase","K00026"
"01200","Carbon metabolism","KfGene049442-RA",1.50169419563927e-06,"OASA1","cysteine synthase","K01738"
"01200","Carbon metabolism","KfGene050459-RA",1.50169419563927e-06,NA,"glycine dehydrogenase","K00281"
"01200","Carbon metabolism","KfGene051028-RA",1.50169419563927e-06,"PCK2","phosphoenolpyruvate carboxykinase","K01610"
"01200","Carbon metabolism","KfGene051935-RA",1.50169419563927e-06,NA,"K00850 6-phosphofructokinase 1 EC 2.7.1.11","K00850"
"01200","Carbon metabolism","KfGene052604-RA",1.50169419563927e-06,NA,"Malate dehydrogenase","K00025"
"01200","Carbon metabolism","KfGene052659-RA",1.50169419563927e-06,"PYK1","Pyruvate kinase","K00873"
"01200","Carbon metabolism","KfGene052781-RA",1.50169419563927e-06,"DHBK","Dihydroxyacetone kinase","K00863"
"01200","Carbon metabolism","KfGene052898-RA",1.50169419563927e-06,"EMB3003","Pyruvate dehydrogenase","K00627"
"01200","Carbon metabolism","KfGene053022-RA",1.50169419563927e-06,NA,"phosphoserine aminotransferase","K00831"
"01200","Carbon metabolism","KfGene053154-RA",1.50169419563927e-06,NA,"phosphoserine aminotransferase","K00831"
"01200","Carbon metabolism","KfGene053864-RA",1.50169419563927e-06,NA,"Triose-phosphate isomerase","K01803"
"01200","Carbon metabolism","KfGene053929-RA",1.50169419563927e-06,"CHY1","3-hydroxyisobutyryl-CoA hydrolase","K05605"
"01200","Carbon metabolism","KfGene054377-RA",1.50169419563927e-06,NA,"biotin carboxyl carrier protein","K02160"
"01200","Carbon metabolism","KfGene054396-RA",1.50169419563927e-06,NA,"Pyruvate dehydrogenase","K00162"
"01200","Carbon metabolism","KfGene054562-RA",1.50169419563927e-06,"OSI_11478","Fumarate hydratase","K01679"
"01200","Carbon metabolism","KfGene054831-RA",1.50169419563927e-06,NA,"interconversion of serine and glycine (By similarity)","K00600"
"01200","Carbon metabolism","KfGene054833-RA",1.50169419563927e-06,NA,"Biotin carboxylase","K01961"
"01200","Carbon metabolism","KfGene054976-RA",1.50169419563927e-06,"OSI_25125","Pyruvate kinase","K00873"
"01200","Carbon metabolism","KfGene054980-RA",1.50169419563927e-06,"OSI_25125","Pyruvate kinase","K00873"
"01200","Carbon metabolism","KfGene055238-RA",1.50169419563927e-06,NA,"The glycine cleavage system catalyzes the degradation of glycine (By similarity)","K00605,K03104"
"01200","Carbon metabolism","KfGene055299-RA",1.50169419563927e-06,NA,"The glycine cleavage system catalyzes the degradation of glycine (By similarity)","K00605,K03104"
"01200","Carbon metabolism","KfGene055553-RA",1.50169419563927e-06,NA,"Hydroxyacid oxidase","K11517"
"01200","Carbon metabolism","KfGene058495-RA",1.50169419563927e-06,"SF3B3","Splicing factor 3b subunit","K00122,K07374,K12830"
"01200","Carbon metabolism","KfGene058945-RA",1.50169419563927e-06,"ACAT2","Acetyl-CoA acetyltransferase","K00626"
"01200","Carbon metabolism","KfGene060545-RA",1.50169419563927e-06,NA,"phosphoglycerate mutase","K15633"
"00720","Other carbon fixation pathways","KfGene002299-RA",0.0179877164837187,NA,"biotin carboxyl carrier protein of acetyl-CoA carboxylase","K02160"
"00720","Other carbon fixation pathways","KfGene007051-RA",0.0179877164837187,"PPDK","Pyruvate phosphate dikinase","K01006"
"00720","Other carbon fixation pathways","KfGene007345-RA",0.0179877164837187,"ACLB-2","ATP-citrate synthase beta chain protein","K01648"
"00720","Other carbon fixation pathways","KfGene008828-RA",0.0179877164837187,NA,"Acetyl-CoA acetyltransferase","K00626"
"00720","Other carbon fixation pathways","KfGene008831-RA",0.0179877164837187,NA,"Acetyl-CoA acetyltransferase","K00626"
"00720","Other carbon fixation pathways","KfGene008849-RA",0.0179877164837187,NA,"Acetyl-CoA acetyltransferase","K00626"
"00720","Other carbon fixation pathways","KfGene008888-RA",0.0179877164837187,"ACLA-3","ATP citrate lyase","K01648"
"00720","Other carbon fixation pathways","KfGene011563-RA",0.0179877164837187,"ACS","synthetase","K01895"
"00720","Other carbon fixation pathways","KfGene011586-RA",0.0179877164837187,"ACS","synthetase","K01895"
"00720","Other carbon fixation pathways","KfGene012236-RA",0.0179877164837187,NA,"iron-responsive element binding protein 2","K01681"
"00720","Other carbon fixation pathways","KfGene012303-RA",0.0179877164837187,"ACAT2","Acetyl-CoA acetyltransferase","K00626"
"00720","Other carbon fixation pathways","KfGene013959-RA",0.0179877164837187,"CAC3","acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","K01962"
"00720","Other carbon fixation pathways","KfGene013984-RA",0.0179877164837187,"CAC3","acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","K01962"
"00720","Other carbon fixation pathways","KfGene015339-RA",0.0179877164837187,NA,"biotin carboxyl carrier protein of acetyl-CoA carboxylase","K02160"
"00720","Other carbon fixation pathways","KfGene019095-RA",0.0179877164837187,NA,"Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle","K01595"
"00720","Other carbon fixation pathways","KfGene019851-RA",0.0179877164837187,NA,"iron-responsive element binding protein 2","K01681"
"00720","Other carbon fixation pathways","KfGene021555-RA",0.0179877164837187,"THFS","formate--tetrahydrofolate ligase","K01938"
"00720","Other carbon fixation pathways","KfGene024129-RA",0.0179877164837187,NA,"iron-responsive element binding protein 2","K01681"
"00720","Other carbon fixation pathways","KfGene024327-RA",0.0179877164837187,"MTHFR1","Methylenetetrahydrofolate reductase","K00297"
"00720","Other carbon fixation pathways","KfGene029099-RA",0.0179877164837187,NA,"Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle","K01595"
"00720","Other carbon fixation pathways","KfGene030580-RA",0.0179877164837187,NA,"isocitrate dehydrogenase nadp","K00031"
"00720","Other carbon fixation pathways","KfGene030581-RA",0.0179877164837187,NA,"isocitrate dehydrogenase nadp","K00031"
"00720","Other carbon fixation pathways","KfGene030584-RA",0.0179877164837187,NA,"isocitrate dehydrogenase nadp","K00031"
"00720","Other carbon fixation pathways","KfGene032560-RA",0.0179877164837187,NA,"Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle","K01595"
"00720","Other carbon fixation pathways","KfGene033355-RA",0.0179877164837187,NA,"Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle","K01595"
"00720","Other carbon fixation pathways","KfGene034592-RA",0.0179877164837187,NA,"Biotin carboxylase","K01961"
"00720","Other carbon fixation pathways","KfGene037097-RA",0.0179877164837187,NA,"Methylenetetrahydrofolate reductase","K00297"
"00720","Other carbon fixation pathways","KfGene037909-RA",0.0179877164837187,NA,"phosphoenolpyruvate carboxylase","K01595"
"00720","Other carbon fixation pathways","KfGene043127-RA",0.0179877164837187,NA,"isocitrate dehydrogenase nadp","K00031"
"00720","Other carbon fixation pathways","KfGene046360-RA",0.0179877164837187,"CAC3","acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","K01962"
"00720","Other carbon fixation pathways","KfGene051877-RA",0.0179877164837187,"ACLB-2","ATP-citrate synthase beta chain protein","K01648"
"00720","Other carbon fixation pathways","KfGene051982-RA",0.0179877164837187,"ACLB-2","ATP-citrate synthase beta chain protein","K01648"
"00720","Other carbon fixation pathways","KfGene054377-RA",0.0179877164837187,NA,"biotin carboxyl carrier protein","K02160"
"00720","Other carbon fixation pathways","KfGene054562-RA",0.0179877164837187,"OSI_11478","Fumarate hydratase","K01679"
"00720","Other carbon fixation pathways","KfGene054833-RA",0.0179877164837187,NA,"Biotin carboxylase","K01961"
"00720","Other carbon fixation pathways","KfGene055146-RA",0.0179877164837187,"ACLA-3","ATP citrate lyase","K01648"
"00720","Other carbon fixation pathways","KfGene055611-RA",0.0179877164837187,"ACLA-3","ATP citrate lyase","K01648"
"00720","Other carbon fixation pathways","KfGene058945-RA",0.0179877164837187,"ACAT2","Acetyl-CoA acetyltransferase","K00626"
"00196","Photosynthesis - antenna proteins","KfGene000918-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K14172"
"00196","Photosynthesis - antenna proteins","KfGene001669-RA",0.000786224171904861,"LHCB4","Chlorophyll A-B binding protein","K08915"
"00196","Photosynthesis - antenna proteins","KfGene007995-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K08912"
"00196","Photosynthesis - antenna proteins","KfGene007996-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene008641-RA",0.000786224171904861,"LHCB5","Chlorophyll A-B binding protein","K08916"
"00196","Photosynthesis - antenna proteins","KfGene009297-RA",0.000786224171904861,"LHCA6","Chlorophyll A-B binding protein","K08908"
"00196","Photosynthesis - antenna proteins","KfGene012291-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene016014-RA",0.000786224171904861,"LHCA3","Chlorophyll A-B binding protein","K08909"
"00196","Photosynthesis - antenna proteins","KfGene016230-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene019913-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene019960-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene023223-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K08911"
"00196","Photosynthesis - antenna proteins","KfGene024120-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K08912"
"00196","Photosynthesis - antenna proteins","KfGene024460-RA",0.000786224171904861,"LHCA2","Chlorophyll A-B binding protein","K08908"
"00196","Photosynthesis - antenna proteins","KfGene024471-RA",0.000786224171904861,"LHCA2","Chlorophyll A-B binding protein","K08908"
"00196","Photosynthesis - antenna proteins","KfGene028431-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene028432-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene030230-RA",0.000786224171904861,"LHCA1","Chlorophyll A-B binding protein","K08907"
"00196","Photosynthesis - antenna proteins","KfGene030321-RA",0.000786224171904861,"LHCA1","Chlorophyll A-B binding protein","K08907"
"00196","Photosynthesis - antenna proteins","KfGene033048-RA",0.000786224171904861,NA,"Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene037034-RA",0.000786224171904861,"LHCA2","Chlorophyll A-B binding protein","K08908"
"00196","Photosynthesis - antenna proteins","KfGene037126-RA",0.000786224171904861,"LHCA2","Chlorophyll A-B binding protein","K08908"
"00196","Photosynthesis - antenna proteins","KfGene038842-RA",0.000786224171904861,"LHCB5","Chlorophyll A-B binding protein","K08916"
"00196","Photosynthesis - antenna proteins","KfGene038864-RA",0.000786224171904861,"LHCB5","Chlorophyll A-B binding protein","K08916"
"00196","Photosynthesis - antenna proteins","KfGene051396-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene051399-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene051410-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
"00196","Photosynthesis - antenna proteins","KfGene051411-RA",0.000786224171904861,"LHCB1-1","Chlorophyll A-B binding protein","K08912,K08913"
